statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName
신월5동 복개 노상공영주차장,SE000109,서울특별시 양천구 남부순환로 331,메디힐병원 뒤 요금정산소 인근,메디힐병원 뒤 요금정산소 인근,24시간 이용가능,37.537290389,126.82823891,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-15 08:10:53,2025-05-15 07:15:31,2025-05-15 08:10:09,,11,11470,B0,B001,N,,N,,N,,N,2023,서울특별시
방화로 노상공영주차장,SE000110,서울특별시 강서구 방화대로 139,유료 30번 구획,유료 30번 구획,24시간 이용가능,37.552776421,126.8163489,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-14 16:34:53,2025-05-14 16:23:35,2025-05-14 16:34:33,,11,11500,B0,B001,N,,N,,N,,N,2023,서울특별시
신대방동 거주자우선주차장,SE000111,서울특별시 동작구 시흥대로 596,가6번 구획,가6번 구획,24시간 이용가능,37.485363683,126.90414133,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-13 21:57:53,2025-05-13 20:58:58,2025-05-13 21:57:39,,11,11590,B0,B004,N,,N,,N,,N,2023,서울특별시
대방동(서울공고) 거주자주차장,SE000112,서울특별시 동작구 대방동1길 46,보라매역 7번출구 인근 116번 구획,보라매역 7번출구 인근 114번 구획,24시간 이용가능,37.500409377,126.92087642,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-15 15:47:53,2025-05-15 15:23:52,2025-05-15 15:47:58,,11,11590,B0,B004,N,,N,,N,,N,2023,서울특별시
강남주민편익시설,SE000113,서울특별시 강남구 남부순환로 3318,강남주민편익시설 입구,강남주민편익시설 입구,24시간 이용가능,37.4927266,127.09381,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,4,4,0.0,1.0,2025-05-15 14:12:53,2025-05-15 13:58:43,2025-05-15 14:12:08,,11,11680,A0,A004,N,,N,,N,,N,2024,서울특별시
청계8 노상공영주차장,SE000114,서울특별시 성동구 청계천로 494,,,24시간 이용가능,37.569547393,127.03168319,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,2,0.5,1.0,2025-05-15 15:59:53,2025-05-15 15:58:49,2025-05-15 15:17:59,2025-05-15 15:58:49,11,11200,B0,B001,N,,N,,N,,N,2024,서울특별시
초안산근린공원 거주자주차장,SE000115,서울특별시 도봉구 덕릉로60길 135-70,공원 계단 입구 인근,공원 계단 입구 인근,24시간 이용가능,37.634786573,127.0435727,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-14 08:40:53,2025-05-14 07:57:17,2025-05-14 08:40:37,,11,11320,B0,B004,N,,N,,N,,N,2024,서울특별시
월계동 거주자주차장,SE000116,서울특별시 노원구 광운로 20,2-16 구획,2-16 구획,24시간 이용가능,37.62125049,127.06021798,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,0,1,1.0,1.0,2025-05-15 15:49:53,2025-05-15 15:48:49,2025-05-15 15:46:13,2025-05-15 15:48:49,11,11350,B0,B004,N,,N,,N,,N,2024,서울특별시
공릉동 거주자주차장,SE000117,서울특별시 노원구 동일로198길 42,53-15 구획,53-15 구획,24시간 이용가능,37.629259655,127.07396389,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,0,1,1.0,1.0,2025-05-15 15:59:53,2025-05-15 15:58:54,2025-05-15 13:43:10,2025-05-15 15:58:54,11,11350,B0,B004,N,,N,,N,,N,2024,서울특별시
대궐재어린이공원 거주자주차장,SE000118,서울특별시 서대문구 연희동 73-8,16-13구획,16-13구획,24시간 이용가능,37.574197432,126.93690419,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-15 05:03:53,2025-05-15 04:05:08,2025-05-15 05:03:54,,11,11410,B0,B004,N,,N,,N,,N,2024,서울특별시
명일동 거주자주차장(134번),SE000119,서울특별시 강동구 명일동 51-1,유료 134번 구획,유료 134번 구획,24시간 이용가능,37.551715898,127.15510762,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-14 08:22:53,2025-05-14 08:09:35,2025-05-14 08:22:35,,11,11740,B0,B001,N,,N,,N,,N,2024,서울특별시
명일동 거주자주차장(127번),SE000120,서울특별시 강동구 명일동 51-1,유료 127번,유료 127번,24시간 이용가능,37.5517827,127.1539421,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-14 18:54:53,2025-05-14 17:48:01,2025-05-14 18:54:05,,11,11740,B0,B001,N,,N,,N,,N,2024,서울특별시
여의서로 노상공영주차장,SE000121,서울특별시 영등포구 의사당대로 1,국회1어린이집 인근(식물원 앞),국회제1어린이집 인근(식물원 앞),24시간 이용가능,37.530816514,126.91205929,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,2,2,0.0,1.0,2025-05-15 07:53:53,2025-05-15 07:03:27,2025-05-15 07:53:21,,11,11560,B0,B001,N,,N,,N,,N,2024,서울특별시
강동문화재단,SE000123,서울특별시 강동구 동남로 870,강동아트센터,,24시간 이용가능,37.551220455,127.15734254,SE,서울시,서울에너지공사 ,02-2640-5199,2,7.0,단독,3,3,0.0,1.0,2025-05-14 18:42:53,2025-05-14 16:43:51,2025-05-14 18:42:17,,11,11740,A0,A004,Y,,N,,N,,N,2024,서울특별시
50동부캠퍼스,SE000124,서울특별시 광진구 능동로3길 66-12,50 동부캠퍼스,,24시간 이용가능,37.534806037,127.06369077,SE,서울시,서울에너지공사,02-2640-5199,"2,4","100.0,50.0,7.0",단독,13,13,0.0,1.0,2025-05-14 14:51:53,2025-05-14 13:30:49,2025-05-14 14:51:51,,11,11215,A0,A004,Y,,N,,N,,N,2024,서울특별시
개봉1동 노외공영주차장,SE000125,서울특별시 구로구 경인로33길 51,노외공영주차장,,24시간 이용가능,37.499992185,126.85103716,SE,서울시,서울에너지공사,02-2640-5199,2,7.0,단독,2,2,0.0,1.0,2025-05-15 15:47:53,2025-05-15 15:44:14,2025-05-15 15:47:04,,11,11530,B0,B001,Y,,N,,N,,N,2024,서울특별시
구로5동 마을공동공영주차장,SE000126,서울특별시 구로구 공원로7길 22-10,구로5동 마을공동공영주차장,,24시간 이용가능,37.5022584,126.8876154,SE,서울시,서울에너지공사 ,02-2640-5199,2,7.0,단독,2,2,0.0,1.0,2025-05-05 21:54:51,2025-05-04 23:46:23,2025-05-05 04:25:04,,11,11530,A0,A004,Y,,N,,N,,N,2024,서울특별시
로봇과학관,SE000127,서울특별시 도봉구 마들로13길 56,로봇과학관,,24시간 이용가능,37.655620579,127.04947201,SE,서울시,서울에너지공사,02-2640-5199,2,7.0,단독,1,1,0.0,1.0,2025-05-14 13:56:53,2025-05-14 12:25:17,2025-05-14 13:55:59,,11,11320,A0,A004,Y,,N,,N,,N,2024,서울특별시
보라매공원 정문주차장,SE000128,서울특별시 동작구 여의대방로20길 33,보라매공원 정문주차장,,24시간 이용가능,37.49489212,126.9194911,SE,서울시,서울에너지공사 ,02-2640-5199,4,100.0,단독,2,2,0.0,1.0,2025-05-15 12:37:53,2025-05-15 12:34:15,2025-05-15 12:37:08,,11,11590,A0,A004,Y,,N,,N,,N,2024,서울특별시
사당종합체육관,SE000129,서울특별시 동작구 사당로27길 232,사당종합체육관 지하주차장,,24시간 이용가능,37.49280633,126.9697426,SE,서울시,서울에너지공사 ,02-2640-5199,2,7.0,단독,1,1,0.0,1.0,2025-05-15 14:16:53,2025-05-15 14:13:30,2025-05-15 14:15:52,,11,11590,A0,A004,Y,,N,,N,,N,2024,서울특별시
연희제2공영주차장,SE000130,서울특별시 서대문구 연희로15길 113,연희제2공영주차장,,24시간 이용가능,37.571861816,126.92769194,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,2,2,0.0,1.0,2025-05-14 19:33:53,2025-05-14 19:18:15,2025-05-14 19:33:08,,11,11410,A0,A004,Y,,N,,N,,N,2024,서울특별시
AI 체육센터,SE000131,서울특별시 서초구 태봉로 108,AI 체육센터,,24시간 이용가능,37.467204915,127.02828209,SE,서울시,서울에너지공사,02-2640-5199,"2,4","100.0,7.0",단독,2,2,0.0,1.0,2025-05-15 12:47:53,2025-05-15 08:36:26,2025-05-15 12:47:14,,11,11650,A0,A002,Y,,N,,N,,N,2024,서울특별시
성북구의회,SE000133,서울특별시 성북구 북악산로 949-60,성북구의회 주차장,,24시간 이용가능,37.596867028,127.02623883,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-14 19:35:53,2025-05-14 18:49:29,2025-05-14 19:35:46,,11,11290,A0,A001,Y,,N,,N,,N,2024,서울특별시
하월곡동 거주자우선주차장,SE000134,서울특별시 성북구 월곡로14길 24,하월곡동 거주자우선주차장,,24시간 이용가능,37.599885594,127.04141108,SE,서울시,서울에너지공사 ,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-13 15:17:53,2025-05-13 15:10:01,2025-05-13 15:17:41,,11,11290,A0,A004,Y,,N,,N,,N,2024,서울특별시
문정근린공원 공영주차장,SE000135,서울특별시 송파구 문정로 지하12,문정근린공원 공영주차장,,24시간 이용가능,37.485949485,127.12389392,SE,서울시,서울에너지공사,02-2640-5199,2,7.0,단독,1,3,0.6666666666666667,1.0,2025-05-15 13:39:53,2025-05-15 13:39:38,2025-05-15 12:27:51,2025-05-15 13:39:38,11,11710,B0,B001,Y,,N,,N,,N,2024,서울특별시
삼전동 공영주차장,SE000136,서울특별시 송파구 백제고분로32길 25-17,삼전동 공영주차장 지상 3층,,24시간 이용가능,37.50024821,127.09587915,SE,서울시,서울에너지공사,02-2640-5199,2,7.0,단독,3,3,0.0,1.0,2025-05-15 14:53:53,2025-05-15 09:59:02,2025-05-15 14:53:17,,11,11710,B0,B001,Y,,N,,N,,N,2024,서울특별시
마천동1 공영주차장,SE000137,서울특별시 송파구 성내천로43길 6,마천동1 공영주차장 1층,,24시간 이용가능,37.495287102,127.15555851,SE,서울시,서울에너지공사 ,02-2640-5199,2,7.0,단독,3,3,0.0,1.0,2025-05-13 15:10:53,2025-05-13 10:44:58,2025-05-13 15:10:11,,11,11710,B0,B001,Y,,N,,N,,N,2024,서울특별시
신창동 공영주차장,SE000138,서울특별시 용산구 원효로35길 53,신창동 공영주차장,,24시간 이용가능,37.535289724,126.95520695,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:49:53,2025-05-15 15:28:10,2025-05-15 15:49:28,,11,11170,B0,B001,Y,,N,,N,,N,2024,서울특별시
한남동 공영주차장,SE000139,서울특별시 용산구 이태원로 224-19,한남동 공영주차장,,24시간 이용가능,37.534857089,127.00026871,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-15 15:54:53,2025-05-15 15:45:38,2025-05-15 09:03:30,,11,11170,A0,A002,Y,,N,,N,,N,2024,서울특별시
은평평화공원 지하공영주차장,SE000140,서울특별시 은평구 서오릉로 지하47,은평평화공원 지하공영주차장,,24시간 이용가능,37.605148833,126.92304156,SE,서울시,서울에너지공사 ,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-15 09:31:53,2025-05-15 08:47:05,2025-05-15 09:31:22,,11,11380,B0,B001,Y,,N,,N,,N,2024,서울특별시
올림픽기념국민생활관,SE000141,서울특별시 종로구 성균관로 91,올림픽기념국민생활관,,24시간 이용가능,37.590332431,126.99878168,SE,서울시,서울에너지공사,02-2640-5199,2,7.0,단독,4,4,0.0,1.0,2025-05-15 11:23:53,2025-05-15 09:27:54,2025-05-15 11:23:19,,11,11110,A0,A004,Y,,N,,N,,N,2024,서울특별시
면일초등학교 공영주차장,SE000142,서울특별시 중랑구 용마산로100길 13,면일초등학교 공영주차장,,24시간 이용가능,37.592041599,127.09979471,SE,서울시,서울에너지공사,02-2640-5199,4,"100.0,50.0",단독,0,3,1.0,0.0,2025-05-15 12:08:10,2025-05-15 08:51:16,2025-05-15 09:01:47,,11,11260,A0,A004,Y,,N,,N,,N,2024,서울특별시
면목5동 공영주차장,SE000143,서울특별시 중랑구 동일로 593,면목5동 공영주차장,,24시간 이용가능,37.583348584,127.07946453,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,2,2,0.0,1.0,2025-05-14 19:47:53,2025-05-14 19:24:48,2025-05-14 19:47:01,,11,11260,A0,A004,Y,,N,,N,,N,2024,서울특별시
중랑초교 공영주차장,SE000144,서울특별시 중랑구 봉우재로6길 26,중랑초교 공영주차장,,24시간 이용가능,37.589662458,127.07550373,SE,서울시,서울에너지공사,02-2640-5199,"2,4","100.0,7.0",단독,4,4,0.0,1.0,2025-05-14 00:03:53,2025-05-13 21:49:29,2025-05-14 00:03:15,,11,11260,A0,A004,Y,,N,,N,,N,2024,서울특별시
문화재청 궁능유적본부,SE000145,서울특별시 강남구 선릉로100길 1,문화재청 궁능유적본부,,24시간 이용가능,37.507367715,127.04716594,SE,서울시,서울에너지공사,02-2640-5199,2,7.0,단독,2,2,0.0,1.0,2025-05-15 15:30:53,2025-05-15 13:06:36,2025-05-15 15:30:47,,11,11680,A0,A004,Y,,N,,N,,N,2024,서울특별시
동대문구청,SE000146,서울특별시 동대문구 천호대로 145,동대문구청,동대문구청 지상주차장,24시간 이용가능,37.574921683,127.03962098,SE,서울시,서울에너지공사,02-2640-5119,4,100.0,"단독,동시",7,7,0.0,1.0,2025-05-15 12:23:53,2025-05-15 11:58:20,2025-05-15 12:23:25,,11,11230,A0,A003,Y,,N,,N,,N,2024,서울특별시
목동공영주차장,SE000147,서울특별시 양천구 목동동로 298,목동공영주차장,,24시간 이용가능,37.5270949,126.87632574,SE,서울시,서울에너지공사,02-2640-5119,4,100.0,단독,13,13,0.0,1.0,2025-05-15 15:48:53,2025-05-15 15:26:33,2025-05-15 15:48:36,,11,11470,B0,B001,Y,,N,,N,,N,2024,서울특별시
사당5동 주민센터 거주자주차장,SE000148,서울특별시 동작구 사당로2가길 219,거주자주차장 14번,거주주자차장 14번 구획,24시간 이용가능,37.485454241,126.96688247,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-15 14:07:53,2025-05-15 13:46:17,2025-05-15 14:07:08,,11,11590,B0,B004,Y,,N,,N,,N,2024,서울특별시
망원3 노상공영주차장,SE000149,서울특별시 마포구 희우정로 125,,,24시간 이용가능,37.555575025,126.89957546,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-15 15:46:53,2025-05-15 14:40:36,2025-05-15 15:46:44,,11,11440,B0,B001,N,,N,,N,,N,2024,서울특별시
서울숲공원주차장,SE000151,서울특별시 성동구 왕십리로 27,서울숲공원 주차장,,24시간 이용가능,37.541626393,127.04302905,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,동시,0,4,1.0,0.0,,,,,11,11200,B0,B002,N,,N,,N,,N,2025,서울특별시
송정동주민센터,SE000152,서울특별시 성동구 동일로43길 13,송정동주민센터,,24시간 이용가능,37.554533069,127.0695685,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-15 10:32:53,2025-05-15 10:16:45,2025-05-15 10:32:17,,11,11200,A0,A002,Y,,N,,N,,N,2025,서울특별시
석관동공영주차장,SE000154,서울특별시 성북구 돌곶이로11길 10,석관동공영주차장,,24시간 이용가능,37.606959079,127.06008267,SE,서울시,서울에너지공사,02-2640-5199,4,50.0,동시,4,4,0.0,1.0,2025-05-15 09:33:53,2025-05-15 09:21:36,2025-05-15 09:33:21,,11,11290,B0,B001,N,,N,,N,,N,2025,서울특별시
제2월곡인조잔디구장,SE000155,서울특별시 성북구 장월로3길 51-80,제2월곡인조잔디구장 지하2층,,24시간 이용가능,37.608778838,127.04336081,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-15 10:08:53,2025-05-15 10:06:59,2025-05-15 10:08:35,,11,11290,A0,A004,N,,N,,N,,N,2025,서울특별시
노원수학문화관,SE000156,서울특별시 노원구 한글비석로19길 28,노원수학문화관,,24시간 이용가능,37.6582879,127.0726044,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-14 20:43:53,2025-05-14 20:23:26,2025-05-14 20:43:04,,11,11350,A0,A004,N,,N,,N,,N,2025,서울특별시
불암산공영주차장,SE000157,서울특별시 노원구 덕릉로94길 73,불암산공영주차장,,24시간 이용가능,37.6618871,127.0794535,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,동시,2,2,0.0,1.0,2025-05-14 12:02:53,2025-05-14 11:26:31,2025-05-14 12:02:51,,11,11350,B0,B001,N,,N,,N,,N,2025,서울특별시
중계근린공원 노상주차장,SE000158,서울특별시 노원구 동일로 1243,중계근린공원 노상주차장,,24시간 이용가능,37.6404125,127.0647408,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,동시,2,2,0.0,1.0,2025-05-15 03:42:53,2025-05-15 03:31:45,2025-05-15 03:42:46,,11,11350,A0,A004,N,,N,,N,,N,2025,서울특별시
배봉공영주차장,SE000159,서울특별시 동대문구 망우로18나길 20,배봉공영주차장 지하1층,,24시간 이용가능,37.586895246,127.06203941,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,동시,2,2,0.0,1.0,2025-05-14 23:37:53,2025-05-14 23:20:34,2025-05-14 23:37:00,,11,11230,B0,B001,N,,N,,N,,N,2025,서울특별시
청량리동주차장,SE000160,서울특별시 동대문구 홍릉로12길 18,청량리동공영주차장 지상2층,,24시간 이용가능,37.585435341,127.044533,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-14 10:14:53,2025-05-14 10:02:05,2025-05-14 10:14:43,,11,11230,B0,B001,N,,N,,N,,N,2025,서울특별시
종로구구민회관,SE000162,서울특별시 종로구 지봉로5길 7-5,종로구구민회관 뒷편 지상주차장,,24시간 이용가능,37.573395805,127.01404818,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-12 09:08:53,,,,11,11110,A0,A004,N,,N,,N,,N,2025,서울특별시
숭인도담공영주차장,SE000163,서울특별시 종로구 숭인동길 81,숭인도담공영주차장,,24시간 이용가능,37.5784676,127.0215492,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-04-29 08:57:38,2025-04-08 13:13:35,2025-04-08 13:15:40,,11,11110,B0,B001,N,,N,,N,,N,2025,서울특별시
장안동근린공원 지하주차장,SE000164,서울특별시 동대문구 장한로 191,장안동근린공원 지하주차장 지하1층,,24시간 이용가능,37.5767715,127.0718516,SE,서울시,서울에너지공사,02-2640-5199,4,100.0,동시,2,2,0.0,1.0,2025-05-15 15:17:53,2025-05-15 15:05:53,2025-05-15 15:16:30,,11,11230,B0,B001,N,,N,,N,,N,2025,서울특별시
수락산 근린공원 공영주차장,SE000165,서울특별시 노원구 상계동 14,"(상계동, 수락산 공영주차장) 지상1층 정면 10m",출입문옆,24시간 이용가능,37.6790621,127.0885495,SE,서울시,서울시,02-2640-5199,4,100.0,동시,0,2,1.0,0.0,,,,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
석계역 공영주차장(문화공원 옆),SE000166,서울 노원구 월계동 50-1(더조은요양병원),"(월계동, 석계역 공영주차장) 지상1층 진입로 우측 50m",,24시간 이용가능,37.6152826,127.063156,SE,서울시,서울시,02-2640-5199,4,100.0,동시,2,2,0.0,1.0,2025-05-15 11:51:53,2025-05-15 11:40:02,2025-05-15 11:51:25,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
도봉산역 환승주차장,SE000167,서울 도봉구 도봉로 955(도봉산역 광역환승센타),"(도봉동, 도봉산역 환승공영주차장) 지상4층 진입로 우측 10m",,24시간 이용가능,37.6897507,127.0449195,SE,서울시,서울시,02-2640-5199,4,100.0,"단독,동시",0,2,1.0,0.0,,,,,11,11320,B0,B001,Y,,N,,N,,N,2025,서울특별시
초안산수국동산,SE000168,"서울 노원구 월계로45가길 9(염광중,고,메디텍고,유치원)","(월계동, 초안산수국동산) 지상1층 정면 5m",,24시간 이용가능,37.6294491,127.0470758,SE,서울시,서울시,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-14 14:39:53,2025-05-14 14:17:16,2025-05-14 14:39:36,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
상계구민체육센터,SE000169,서울 노원구 덕릉로 748,"(상계동, 상계구민체육센터) 지하1층 좌측 끝",,24시간 이용가능,37.6642463,127.0768275,SE,서울시,서울시,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-13 14:26:53,2025-05-13 14:25:09,2025-05-13 14:26:24,,11,11350,A0,A001,Y,,N,,N,,N,2025,서울특별시
석계역 공영주차장(석계역 앞),SE000170,서울 노원구 월계동 64-2(운기빌라),"(월계동, 석계역 공영주차장) 지상 1층 10m",,24시간 이용가능,37.6163898,127.0649607,SE,서울시,서울시,02-2640-5199,4,100.0,동시,2,2,0.0,1.0,2025-05-14 20:17:53,2025-05-14 20:11:32,2025-05-14 20:17:29,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
수락산디자인거리,SE000171,서울 노원구 동일로242길 67,"(상계동, 수락산디자인거리) 휴플러스수락한신아파트 앞 노상공영주차장",,24시간 이용가능,37.6745695,127.0589384,SE,서울시,서울시,02-2640-5199,4,100.0,단독,2,2,0.0,1.0,2025-05-14 13:10:53,2025-05-14 12:51:33,2025-05-14 13:10:21,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
마들스포츠타운,SE000172,서울 노원구 덕릉로 460(노원에코센터),"(상계동, 마들체육공원) 지상 1층 우측 20m",,24시간 이용가능,37.6449368,127.0578329,SE,서울시,서울시,02-2640-5199,4,100.0,동시,0,6,1.0,0.0,,,,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
월계복지문화센터,SE000173,서울 노원구 월계로42길 9(월계문화복지센터),"(월계동, 월계문화복지센터) 지상 1층",,24시간 이용가능,37.6242648,127.0507921,SE,서울시,서울시,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-14 12:37:53,2025-05-14 12:36:22,2025-05-14 12:37:46,,11,11350,A0,A001,Y,,N,,N,,N,2025,서울특별시
수락산당고개공원,SE000174,서울 노원구 상계로 273,"(상계동, 수락산당고개지구공원) 지상1층 정면 10m",,24시간 이용가능,37.6698043,127.0768775,SE,서울시,서울시,02-2640-5199,4,100.0,단독,0,2,1.0,0.0,,,,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
수락산스포츠타운,SE000175,서울 노원구 상계동 123-1(체육시설 관리동),"(상계동, 수락산스포츠타운) 지상1층 우측 5m",,24시간 이용가능,37.6677332,127.0715028,SE,서울시,서울시,02-2640-5199,4,50.0,단독,1,1,0.0,1.0,2025-05-13 12:58:53,2025-05-13 12:56:25,2025-05-13 12:57:58,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
불암산스포츠타운,SE000176,서울 노원구 중계로 36(불암산스포츠타운),"(공릉동, 불암산스포츠타운) 지상1층 우측 5m",,24시간 이용가능,37.6387544,127.0832242,SE,서울시,서울시,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-14 00:45:53,2025-05-14 00:40:35,2025-05-14 00:44:41,,11,11350,B0,B001,Y,,N,,N,,N,2025,서울특별시
서울특별시 동부기술교육원,SE000178,경기도 안양시 동안구 시민대로 300,111,출입문옆,24시간 이용가능,37.5558598,127.144973,SE,서울시,서울에너지공사,02-2640-5199,1,50.0,동시,0,4,1.0,0.0,2025-05-12 12:23:10,2025-05-07 13:51:42,2025-05-07 13:53:47,,11,11740,A0,A003,Y,,N,,N,,N,2025,서울특별시
강동구청 제2구민체육센터,SE000179,서울시 강동구 강일동 665-4,,,24시간 이용가능,37.5669655,127.1727857,SE,서울시,서울에너지공사,02-2640-5199,1,100.0,"단독,동시",0,3,1.0,0.0,,,,,11,11740,A0,A004,Y,,N,,N,,N,2025,서울특별시
논현문화마루,SE000180,서울시 강남구 논현동 40-5,,,24시간 이용가능,37.5138917,127.0271059,SE,서울시,서울에너지공사,02-2640-5199,1,100.0,단독,0,1,1.0,1.0,2025-05-15 15:47:53,2025-05-15 15:47:49,2025-05-13 18:04:12,2025-05-15 15:47:49,11,11680,A0,A004,Y,,N,,N,,N,2025,서울특별시
빙수골 거주자우선주차장,SE000181,서울시 동작구 상도동 299-16,,,24시간 이용가능,37.495352,126.9318945,SE,서울시,서울에너지공사,02-2640-5199,1,50.0,단독,1,1,0.0,1.0,2025-05-14 09:01:53,2025-05-14 08:31:03,2025-05-14 09:01:01,,11,11590,B0,B004,Y,,N,,N,,N,2025,서울특별시
사당문화회관 부설주차장,SE000182,서울시 동작구 사당동 232-1,,,24시간 이용가능,37.4841119,126.9676293,SE,서울시,서울에너지공사,02-2640-5199,1,50.0,단독,1,1,0.0,1.0,2025-05-15 13:41:53,2025-05-15 13:39:57,2025-05-15 13:41:00,,11,11590,B0,B004,N,,N,,N,,N,2025,서울특별시
도곡2동 주민센터,SE000183,서울시 강남구 남부순환로378길 34-9,,,24시간 이용가능,37.4837041,127.0463962,SE,서울시,서울에너지공사,02-2640-5199,1,100.0,단독,1,1,0.0,1.0,2025-05-15 04:52:54,2025-05-14 13:44:38,2025-05-14 14:22:08,,11,11680,A0,A001,Y,,N,,N,,N,2025,서울특별시
강동구청,SE000184,서울시 강동구 성내로 25,,,24시간 이용가능,37.5298305,127.1248469,SE,서울시,서울에너지공사,02-2640-5199,1,100.0,동시,0,2,1.0,0.0,,,,,11,11740,A0,A001,Y,,N,,N,,N,2025,서울특별시
화곡본동주민센터,SE000185,서울특별시 강서구 초록마을로5길 29,화곡본동주민센터 지상1층,,24시간 이용가능,37.544048228,126.84766338,SE,서울시,서울시,02-2640-5199,4,100.0,단독,1,1,0.0,1.0,2025-05-13 14:34:53,2025-05-13 14:06:22,2025-05-13 14:34:21,,11,11500,A0,A002,Y,,N,,N,,N,2025,서울특별시
구로2동 주택가 공영주차장,SE000186,서울특별시 구로구 구로동로42길 48-4,,,24시간 이용가능,37.49733477,126.88389458,SE,서울시,서울시,02-2640-5199,4,50.0,"단독,동시",5,5,0.0,1.0,2025-05-11 17:07:52,2025-05-11 16:53:15,2025-05-11 17:07:31,,11,11530,B0,B001,Y,,N,,N,,N,2025,서울특별시
고척1동 마을 공영주차장,SE000187,서울특별시 구로구 중앙로8길 16,지상 5층,,24시간 이용가능,37.502306519,126.86389101,SE,서울시,서울시,02-2640-5199,4,50.0,단독,5,5,0.0,1.0,2025-05-10 17:47:52,2025-05-10 17:13:55,2025-05-10 17:47:08,,11,11530,A0,A004,N,,N,,N,,N,2025,서울특별시
연남동 공영주차장,SE000188,서울특별시 마포구 연남로 84,지상 1층,1층,24시간 이용가능,37.566173887,126.91903176,SE,서울시,서울시,02-2640-5199,4,100.0,단독,4,4,0.0,1.0,2025-05-14 21:26:53,2025-05-14 20:56:42,2025-05-14 21:26:31,,11,11440,A0,A003,Y,,N,,N,,N,2025,서울특별시
