statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
서상시장,KP005111,경상남도 함양군 서상면 칠형정뒷길 16,,,24시간 이용가능,35.6798,127.688,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-15 14:03:07,2025-05-15 13:47:02,2025-05-15 14:01:45,,48,48870,B0,B001,Y,,N,,N,,N,2022,경상남도,2.59332649670285,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.889989745054276,-1.5873230783964982
함양 서상지역대,HY000362,경상남도 함양군 서상면 대남로 16,소방서 주차장,경상남도 함양군 서상면 대남로 16 소방서 주차장,24시간 이용가능,35.6842111,127.687259,HY,현대엔지니어링,현대엔지니어링,1833-8777,2,7.0,단독,1,1,0.0,1.0,2025-05-06 12:57:03,2025-05-06 11:44:26,2025-05-06 12:56:02,,48,48870,A0,A003,N,,N,,N,,N,2023,경상남도,2.459250705664162,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-3.688876058496243,-1.8862093918384653
함양 서상면사무소,HY000264,경상남도 함양군 서상면 서상로 260,서상면사무소 주차장,경상남도 함양군 서상면 서상로 260 서상면사무소,24시간 이용가능,35.679042,127.687862,HY,현대엔지니어링,현대엔지니어링,1833-8777,2,7.0,단독,0,1,1.0,1.0,2025-05-15 11:29:03,2025-05-15 11:28:57,2025-05-14 10:53:01,2025-05-15 11:28:57,48,48870,A0,A002,N,,N,,N,,N,2023,경상남도,2.6019513038989346,0,0,0,300,0.0033333333222222,0.0,1.0,0.0,0.0026666666577777,0.0,0.0,-3.902926955848402,-2.9002602891906246
논개생가지 주차장,ME19Y265,전북특별자치도 장수군 장계면 의암로 558,,,24시간 이용가능,35.680851,127.620807,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 15:55:19,2025-05-13 16:37:19,2025-05-13 17:19:42,,52,52740,B0,B001,Y,,N,,N,,N,2020,전북특별자치도,3.576997941227936,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.365496911841904,-3.062830245184126
삼미상사㈜ 보라self,ST601263,경기 용인시 기흥구 용구대로 1835  (보라동),,주유소,24시간 이용가능,37.2519457,127.1045683,ST,SK일렉링크,SK일렉링크,1566-1704,4,200.0,동시,2,2,0.0,1.0,2025-05-15 13:04:19,2025-05-15 12:47:17,2025-05-15 13:04:19,,41,41460,E0,E007,Y,,N,,N,,Y,2019,경기도,0.1947555426769259,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-0.2921333140153889,2.4105333526423887
롯데칠성음료 용인영업소,JA410017,경기도 용인시 기흥구 용구대로1855번길 15-1,롯데칠성음료 용인영업소 지상 1층,롯데칠성음료 용인영업소 지상 1층,24시간 이용가능,37.2541372,127.1014469,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-15 09:49:01,2025-05-15 07:30:01,2025-05-15 09:49:01,,41,41460,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,경기도,0.214410819627755,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.3216162294416326,1.9810504372161453
용인시 기흥레스피아 주차장,JA410184,경기도 용인시 기흥구 하갈로 79,기흥레스피아 주차장,,24시간 이용가능,37.2521114,127.0964578,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",4,4,0.0,1.0,2025-05-15 14:14:11,2025-05-15 13:40:20,2025-05-15 14:14:11,,41,41460,G0,G004,N,,N,,N,,N,2024,경기도,0.6669083429422917,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-1.0003625144134376,0.8023041522443402
용인시 동아에스티용인연구본부,PI313557,경기도 용인시 기흥구 금화로105번길 21,,지상주차장,24시간 이용가능,37.2641005,127.1060914,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,6,6,0.0,1.0,2025-05-15 16:05:45,2025-05-15 11:50:28,2025-05-15 11:50:28,,41,41460,G0,G004,Y,,N,,N,,N,2023,경기도,1.1882302511852498,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.7823453767778747,0.520321289879903
한국민속촌 주차장,HE000892,경기도 용인시 기흥구 민속촌로 93,,지상주차장,24시간 이용가능,37.257139,127.115071,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,"2,6","50.0,7.0",단독,6,8,0.25,1.0,2025-05-15 10:09:01,2025-05-15 09:11:16,2025-05-15 09:49:05,2025-05-14 06:44:02,41,41460,D0,D003,Y,,N,,N,,N,2019,경기도,1.0762395554112243,1,0,0,300,0.0033333333222222,0.5,1.0,0.6000000000000001,0.0026666666577777,0.0,0.0,-1.6143593331168364,0.4883073335409416
고성공룡나라휴게소 (대전),ST488205,경상남도 고성군 대가면 통영대전고속도로 32,,주차장,24시간 이용가능,35.0560099,128.2523501,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,2,2,0.0,1.0,2025-05-15 12:57:23,2025-05-15 12:43:25,2025-05-15 12:57:23,,48,48820,C0,C001,Y,,N,,N,,Y,2023,경상남도,2.580798756081615,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-3.871198134122422,-1.1685314674646443
대가면송계보건진료소,PW000122,경상남도 고성군 대가면 대가로 1104-7,,건물입구우측기둥,24시간 이용가능,35.052867,128.243869,PW,파워큐브,파워큐브코리아,1833-8017,2,7.0,단독,1,1,0.0,1.0,2025-05-05 05:16:12,2025-05-04 22:19:52,2025-05-05 05:14:36,,48,48820,I0,I003,Y,,N,,N,,N,2018,경상남도,2.318085160709294,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.4771277410639407,-1.174461074406163
워터 고성공룡나라휴게소 대전방향,BE241238,경상남도 고성군 대가면 통영대전고속도로 32,,휴게소 진입로 ,24시간 이용가능,35.055977,128.253486,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"10,4","200.0,350.0",단독,6,6,0.0,1.0,2025-05-15 15:39:18,2025-05-15 15:30:24,2025-05-15 15:39:18,,48,48820,C0,C001,Y,,N,,N,,Y,2024,경상남도,2.6648456145112185,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-3.997268421766828,-1.29460175510905
고성공룡나라(대전) 휴게소,ME178049,경상남도 고성군 대가면 통영대전고속도로 32 (신전리),,,24시간 이용가능,35.0570523,128.2513447,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 15:54:14,2025-05-15 11:02:54,2025-05-15 11:40:19,,48,48820,C0,C001,Y,,N,,N,,N,2017,경상남도,2.4373441856233207,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.656016278434981,-1.3533496117772033
영현면사무소 주차장,ME20C109,경상남도 고성군 영현면 침점리 356-2,,,24시간 이용가능,35.0541445,128.2057497,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:52:12,2025-05-14 16:30:27,2025-05-14 16:56:43,,48,48820,A0,A001,Y,,N,,N,,N,2021,경상남도,2.861762082404234,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.29264312360635,-1.9899764569485725
평거 우수저류시설(진주),PC001214,경상남도 진주시 새들말로 56-14,,지상주차장 입구 좌측,24시간 이용가능,35.167611935,128.06180199,PC,파킹클라우드,아이파킹,1533-5783,"2,4","50.0,7.0",단독,2,2,0.0,1.0,2025-05-14 17:39:00,2025-05-14 16:55:11,2025-05-14 17:37:56,,48,48170,A0,A004,Y,,N,,N,,N,2025,경상남도,0.4027317315650863,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.6040975973476295,1.6985690693101485
내동면사무소,KP004209,경상남도 진주시 내동면 순환로 389,,,24시간 이용가능,35.16036862,128.0682049,KP,한국전력공사,한국전력,1899-2100,4,100.0,,1,1,0.0,1.0,2025-05-15 07:20:04,2025-05-15 07:05:10,2025-05-15 07:19:09,,48,48170,A0,A002,Y,,N,,N,,N,2021,경상남도,0.6438346441590547,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.965751966238582,1.3369147004191957
탑마트 서진주,NT100758,경상남도 진주시 새평거로 136,,옥상주차장,24시간 이용가능,35.17037,128.0619,NT,한국전자금융,한국전자금융,1533-2522,"2,4","100.0,7.0","단독,동시",7,7,0.0,1.0,2025-05-14 20:14:50,2025-05-14 20:03:50,2025-05-14 20:14:50,,48,48170,E0,E001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,경상남도,0.7041858952994423,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.0562788429491634,1.2463878237086143
진주시 호텔부엉이,PI550508,경상남도 진주시 평거로6번길 7,,주차장,24시간 이용가능,35.1711148,128.0631346,PI,GS차지비,차지비,1600-4047,2,7.0,단독,1,1,0.0,1.0,2025-05-15 10:34:43,2025-05-15 02:01:55,2025-05-15 02:01:55,,48,48170,E0,E003,Y,,N,,N,,N,2024,경상남도,0.7833165307511729,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.1749747961267594,1.1276918705310184
더테라스기업,PIH01910,경상남도 진주시 남강로309번길 20,,지상5층 주차장안쪽,24시간 이용가능,35.1694551,128.0625231,PI,GS차지비,GS차지비,1544-4279,2,7.0,단독,1,2,0.5,1.0,2025-05-15 14:25:31,2025-05-15 14:22:18,2025-05-15 14:22:18,2025-05-15 14:25:31,48,48170,G0,G004,Y,,N,,N,,N,2023,경상남도,0.5984520170369146,1,0,0,300,0.0033333333222222,0.5,1.0,0.4,0.0026666666577777,0.0,0.0,-0.897678025555372,1.0049886411024056
안정공원,HM003021,경상남도 통영시 광도면 춘원1로 6,안정그린공원,옥외주차장,24시간 이용가능,34.9507012,128.4133383,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,7.0,단독,2,2,0.0,1.0,2025-05-15 15:28:31,2025-05-15 12:28:40,2025-05-15 15:26:10,,48,48220,D0,D001,Y,,N,,N,,N,2023,경상남도,1.752475412762496,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.628713119143744,-0.3260464524859663
안정주차장,ME20C406,경상남도 통영시 광도면 황리 1645-2,,,24시간 이용가능,34.9578857,128.4200156,ME,환경부,환경부,1661-9408,4,100.0,단독,4,4,0.0,1.0,2025-05-15 15:57:00,2025-05-15 10:14:29,2025-05-15 10:54:29,,48,48220,B0,B004,Y,,N,,N,,N,2021,경상남도,2.0058224925325594,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.0087337387988393,-0.7060670721410616
고성 엄홍길전시관,HY000396,경상남도 고성군 거류면 거류로 335,주차장,경상남도 고성군 거류면 거류로 335 주차장,24시간 이용가능,34.972757,128.386826,HY,현대엔지니어링,현대엔지니어링,1833-8777,2,7.0,단독,2,2,0.0,1.0,2025-05-08 14:40:05,2025-05-08 10:17:57,2025-05-08 14:39:32,,48,48820,A0,A003,N,,N,,N,,N,2023,경상남도,1.71826825292942,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.57740237939413,-0.7747357127363523
안정 공영주차장,HM003004,경상남도 통영시 광도면 황리 1645-2,,옥외주차장,24시간 이용가능,34.958021,128.4206619,HM,휴맥스이브이,휴맥스이브이,1800-3189,"2,4","100.0,7.0","단독,동시",6,6,0.0,1.0,2025-05-15 14:00:32,2025-05-15 08:34:36,2025-05-15 13:59:43,,48,48220,B0,B001,Y,,N,,N,,N,2023,경상남도,2.0621135973241564,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.0931703959862347,-0.7905037293284569
거류면사무소 주차장,ME20C104,경상남도 고성군 거류면 당동3길 5,,,24시간 이용가능,34.9920786,128.4044333,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:55:34,2025-05-14 20:56:34,2025-05-14 21:35:17,,48,48820,A0,A001,Y,,N,,N,,N,2021,경상남도,3.562118360765558,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.3431775411483375,-3.04051087449056
장수군 공설장례식장 주차장,JA450079,전북특별자치도 장수군 장계면 진장로 1876,장수군 공설장례식장 주차장,장수군 공설장례식장 주차장,24시간 이용가능,35.7406909,127.5725531,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,2,2,0.0,1.0,2025-05-14 18:20:04,2025-05-14 17:07:04,2025-05-14 18:20:04,,52,52740,G0,G004,Y,,N,,N,,N,2023,전북특별자치도,2.4089740698245374,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.613461104736806,-1.3107944380790282
장수군 하늘꽃펜션,PI630408,전북특별자치도 장수군 계북면 월현로 135-15,주차장,주차장,24시간 이용가능,35.774089441,127.59097317,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,1,1,0.0,1.0,2025-05-02 14:11:25,2025-04-27 03:38:34,2025-04-27 03:38:34,,52,52740,E0,E003,Y,,N,,N,,N,2023,전북특별자치도,2.436510848767527,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.6547662731512904,-1.352099606493513
장계 공영주차장,ME21C244,전북특별자치도 장수군 장계면 장계리 346,,,24시간 이용가능,35.7323795,127.5836825,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:57:17,2025-05-15 10:03:18,2025-05-15 10:26:47,,52,52740,B0,B001,Y,,N,,N,,N,2021,전북특별자치도,2.4513048654325664,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.6769572981488494,-1.3742906314910717
장계초등학교 옆 공영주차장,ME181536,전북특별자치도 장수군 장계면 한들로 66,,,24시간 이용가능,35.7322561,127.5798092,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 15:53:11,2025-05-14 09:01:44,2025-05-14 09:42:09,,52,52740,A0,A003,Y,,N,,N,,N,2018,전북특별자치도,2.6279679859027136,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.9419519788540702,-1.6392853121962925
장계국민체육센터,ME24B173,전북특별자치도 장수군 장계면 체육공원길 54,,,24시간 이용가능,35.727875,127.592542,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:54:51,2025-05-11 16:19:22,2025-05-11 16:59:22,,52,52740,J0,J007,Y,,N,,N,,N,2024,전북특별자치도,2.738427835229632,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.107641752844447,-1.8049750861866696
옥산면사무소,ST431107,충청북도 청주시 흥덕구 옥산면 오산리 540-1,,옥산면행정복지센터 건물 우측,24시간 이용가능,36.664616,127.37597,ST,SK일렉링크,SK일렉링크,1566-1704,6,50.0,단독,1,1,0.0,1.0,2025-05-15 13:58:19,2025-05-15 13:17:20,2025-05-15 13:58:19,,43,43110,A0,A003,Y,,N,,N,,N,2019,충청북도,1.3179347212417731,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.9769020818626597,0.325764584795118
청주시 옥산면 가락리 공영주차장,JA430028,충청북도 청주시 흥덕구 옥산면 가락리 969,옥산면 가락리 공영주차장 지상 1층,옥산면 가락리 공영주차장 지상 1층,24시간 이용가능,36.6778089,127.3892219,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,1,1,0.0,1.0,2025-05-14 15:35:08,2025-05-14 15:14:08,2025-05-14 15:35:08,,43,43110,B0,B001,Y,,N,,N,,N,2024,충청북도,1.3937118347764028,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.0905677521646044,0.2120989144931733
옥산(부산)휴게소 (급),EC430012,충청북도 청주시 흥덕구 옥산면 경부고속도로 309,,,24시간 이용가능,36.657632503,127.36983704,EC,이지차저,이지차저,1544-3332,4,200.0,단독,2,2,0.0,1.0,2025-05-15 15:48:27,2025-05-15 15:38:01,2025-05-15 15:47:06,,43,43110,C0,C001,Y,,N,,N,,Y,2024,충청북도,2.1072719794531847,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-3.1609079691797772,-0.4582413025219995
옥산(부산) 휴게소,ME18C510,충청북도 청주시 옥산면 경부고속도로 309,,,24시간 이용가능,36.656951,127.370545,ME,환경부,환경부,1661-9408,6,100.0,단독,1,1,0.0,1.0,2025-05-15 16:12:31,2025-05-15 13:44:48,2025-05-15 14:25:18,,43,43110,C0,C001,Y,,N,,N,,N,2018,충청북도,2.172981533618418,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.259472300427627,-0.9568056337698492
옥산(부산) 휴게소,ME178014,충청북도 청주시 흥덕구 옥산면 경부고속도로 309 (오산리),,,24시간 이용가능,36.6567726,127.3703995,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 16:14:12,2025-05-15 15:39:54,2025-05-15 15:58:55,,43,43110,C0,C001,Y,,N,,N,,N,2017,충청북도,2.1943578362185456,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.2915367543278187,-0.9888700876700408
안성(서울) 휴게소,ME184013,경기도 안성시 원곡면 경부고속도로 372,,,24시간 이용가능,37.077457,127.131745,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 16:02:10,2025-05-15 13:45:15,2025-05-15 14:01:23,,41,41550,C0,C001,Y,,N,,N,,N,2018,경기도,0.89413221594935,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.341198323924025,0.9614683427337528
안성(서울) 휴게소,ME20A403,경기도 안성시 원곡면 경부고속도로 372,,,24시간 이용가능,37.077522,127.1317147,ME,환경부,환경부,1661-9408,4,"100.0,200.0","단독,동시",3,4,0.25,1.0,2025-05-15 16:05:10,2025-05-15 15:26:11,2025-05-15 15:53:15,2025-05-15 15:41:06,41,41550,C0,C001,Y,,N,,N,,N,2020,경기도,0.886633672995853,1,0,0,300,0.0033333333222222,0.5,1.0,0.6000000000000001,0.0026666666577777,0.0,0.0,-1.3299505094937796,0.7727161571639984
안성(서울) 휴게소,ME181108,경기도 안성시 원곡면 산하리 421-4 ,,,24시간 이용가능,37.076523,127.132887,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 16:01:15,2025-05-14 11:50:45,2025-05-14 12:20:16,,41,41550,C0,C001,Y,,N,,N,,N,2018,경기도,1.0371439999718233,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.555715999957735,0.7469506667000427
안성휴게소 (서울방향) E-pit,HD000002,경기도 안성시 원곡면 경부고속도로 372,,휴게소 진입 직후 우측 도로변,24시간 이용가능,37.0755757,127.1329907,HD,현대자동차,현대자동차,1566-8387,4,"100.0,260.0",단독,5,6,0.1666666666666666,0.8333333333333334,2025-05-15 15:52:00,2025-05-15 15:21:09,2025-05-15 15:51:45,,41,41550,C0,C001,Y,"(초고속) 1~4번 충전기, (급속) 5~6번 충전기",N,어댑터 사용 불가,N,,N,2021,경기도,1.1296991096722329,1,0,0,300,0.0033333333222222,0.5,0.8333333333333334,0.6666666666666667,0.0026666666577777,0.0,0.0,-1.6945486645083494,0.3081180021494285
신세계푸드 평택 물류센터,IN031053,경기도 평택시 진위면 마산8로 10,신세계푸드 평택 물류센터,신세계푸드 평택 물류센터,24시간 이용가능,37.087438,127.098777,IN,신세계아이앤씨,신세계아이앤씨,1899-7495,4,100.0,동시,4,4,0.0,1.0,2025-05-15 16:01:12,2025-05-15 15:41:56,2025-05-15 16:01:12,,41,41220,G0,G004,Y,외부인 출입금지,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2023,경기도,2.45417484024371,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.681262260365565,-1.3785955937077872
OB맥주 청주공장,HY001195,충청북도 청주시 서원구 현도면 현도공단로 151,북문 안쪽 지상주차장,충청북도 청주시 서원구 현도면 현도공단로 151 북문 안쪽 지상주차장,24시간 이용가능,36.5038347,127.416517,HY,현대엔지니어링,현대엔지니어링,1833-8777,2,7.0,단독,8,8,0.0,1.0,2025-05-12 05:51:05,2025-05-11 17:28:58,2025-05-12 05:50:08,,43,43110,G0,G004,N,,N,,N,,N,2024,충청북도,1.9235777483397565,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.885366622509635,-1.082699955851857
죽암(서울) 휴게소,ME184146,충청북도 청주시 서원구 현도면 경부고속도로 290,휴게소 입구 우측 끝(차량정비소 좌측 끝),,24시간 이용가능,36.4958964,127.4306677,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 16:11:26,2025-05-15 14:16:52,2025-05-15 14:46:37,,43,43110,C0,C001,Y,,N,,N,,N,2018,충청북도,2.402711190812863,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.6040667862192945,-1.3014001195615168
죽암(서울) 휴게소,ME178019,충청북도 청주시 서원구 현도면 경부고속도로 290,,,24시간 이용가능,36.4957964,127.4308677,ME,환경부,환경부,1661-9408,6,50.0,단독,2,2,0.0,1.0,2025-05-15 16:13:57,2025-05-15 09:35:32,2025-05-15 10:18:38,,43,43110,C0,C001,Y,,N,,N,,N,2017,충청북도,2.4145116170438907,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-3.621767425565836,-1.3191007589080583
죽암(서울) 휴게소,ME21A308,충청북도 청주시 서원구 현도면 선동2길 232-9,,,24시간 이용가능,36.4969259,127.4304364,ME,환경부,환경부,1661-9408,4,100.0,단독,2,3,0.3333333333333333,0.6666666666666666,2025-05-15 16:03:10,2025-05-15 14:48:32,2025-05-15 14:52:08,,43,43110,C0,C001,Y,,N,,N,,N,2021,충청북도,2.2876443492652823,1,0,0,300,0.0033333333222222,0.5,0.6666666666666666,0.5333333333333334,0.0026666666577777,0.0,0.0,-3.4314665238979236,-1.728799857240146
세종시 미래생활,PI645167,세종특별자치시 부강면 연청로 1147-1,,공장동 좌측 주차장,24시간 이용가능,36.531463,127.3979758,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,3,3,0.0,1.0,2025-05-14 10:30:30,2025-05-08 15:35:36,2025-05-08 15:35:36,,36,36110,G0,G004,Y,,N,,N,,N,2024,세종특별자치시,3.2348072170259514,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.852210825538927,-2.5495441588811496
래프팅타운 (급),EC480256,경상남도 산청군 산청읍 꽃봉산로34번길 77,,,24시간 이용가능,35.4115742,127.8657698,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-07 10:58:30,2025-05-07 09:58:09,2025-05-07 10:52:39,,48,48860,G0,G004,N,,N,,N,,N,2024,경상남도,0.1476738402813552,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.2215107604220327,1.581155906235745
산청군청,KP005086,경상남도 산청군 산청읍 산엔청로 1,,,24시간 이용가능,35.41,127.87,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-04 19:57:09,2025-05-04 19:01:02,2025-05-04 19:43:27,,48,48860,A0,A001,Y,,N,,N,,N,2023,경상남도,0.5255292949628906,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.7882939424443358,1.514372724213442
금서면(온누리관),ME20C217,경상남도 산청군 금서면 매촌리 710-4,,,24시간 이용가능,35.417444,127.8628701,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:55:10,2025-05-15 12:33:07,2025-05-15 12:51:46,,48,48860,A0,A004,Y,,N,,N,,N,2021,경상남도,0.5579272214811097,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.8368908322216646,1.4657758344361131
산청 금서면 대장마을,EC480105,경상남도 산청군 금서면 매촌리 898-8,,,24시간 이용가능,35.4152926,127.8587495,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-03 18:56:30,2025-05-03 13:39:13,2025-05-03 18:55:01,,48,48860,A0,A004,Y,,N,,N,,N,2024,경상남도,0.6593943165644153,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.9890914748466229,1.313575191811155
산청군청,PI700316,경상남도 산청군 산청읍 산엔청로 1,산청군청,지상주차장,24시간 이용가능,35.41561,127.87347,PI,차지비,GS차지비,1600-4047,2,7.0,,1,1,0.0,1.0,2025-05-10 20:19:57,2025-05-10 20:17:19,2025-05-10 20:17:19,,48,48860,A0,A001,Y,,N,,N,,N,2017,경상남도,0.7934187879303838,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.1901281818955756,1.1125384847622022
사천시 밸리모텔,PI550477,경상남도 사천시 사천읍 성지공단길 19,주차장,주차장,24시간 이용가능,35.10424139,128.11180123,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,2,2,0.0,1.0,2025-05-08 01:00:36,2025-04-15 16:50:45,2025-04-15 16:50:45,,48,48240,E0,E003,Y,,N,,N,,N,2023,경상남도,2.803550354787777,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.205325532181665,-1.9026588655238872
진주KAL관광호텔,PW011925,경상남도 진주시 정촌면 화개천로 132-14,,,24시간 이용가능,35.1279401,128.1042241,PW,파워큐브,파워큐브,1833-8017,2,7.0,,2,2,0.0,1.0,2025-05-15 11:06:15,2025-05-14 13:57:28,2025-05-14 15:57:48,,48,48170,E0,E003,Y,,Y,숙박 시설 이용자로 제한,N,,N,2020,경상남도,3.648038325825677,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.472057488738516,-3.169390822080738
진주먹거리통합지원센터,CV004265,경상남도 진주시 문산읍 두산리 787,"(두산리, 먹거리통합센터)",지상1층 주차장,24시간 이용가능,35.146576678,128.14536436,CV,채비,채비,1522-2573,2,7.0,단독,2,2,0.0,1.0,2025-05-14 09:40:41,2025-05-14 05:35:18,2025-05-14 09:37:28,,48,48170,A0,A003,Y,,N,,N,,N,2024,경상남도,3.682669320468722,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-5.524003980703083,-3.221337314045305
