no,StatId,ChargerId,StartDate,EndDate,Note,EvChargerUseStampId,statNm,chgerType,addr,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,eci_note,limitYn,limitDetail,delYn,delDetail,Available,LatNumber,LngNumber,AverageRating,AverageCharingSpeed
1601152,CV002118,8,2024-12-30 6:25,2024-12-30 7:15,NULL,1593220,한국개발연구원,4,세종특별자치시 반곡동 203-34,NULL,36.48211932,127.3100697,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.4821,127.31,0,0
1601151,CV002118,7,2024-12-30 16:21,2024-12-30 17:11,NULL,1593219,한국개발연구원,4,세종특별자치시 반곡동 203-34,NULL,36.48211932,127.3100697,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.4821,127.31,0,0
1601056,PW000652,3,2024-12-30 19:42,2024-12-31 2:43,NULL,1593122,새뜸마을7단지-712동,2,세종특별자치시 새롬중앙로 89,NULL,36.484526,127.249283,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4845,127.249,0,0
1601055,PI751433,6,2024-12-31 3:01,2024-12-31 3:01,NULL,1593121,호려울마을5단지,2,세종특별자치시 남세종로 441,NULL,36.47692952,127.2904553,08:00~20:00,PI,차지비,GS차지비,1600-4047,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,관계자 외 출입제한,N,NULL,YES,36.4769,127.29,0,0
1601054,MO361101,2,2024-12-31 5:28,2024-12-31 5:28,NULL,1593120,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1601053,MO361101,1,2024-12-31 5:28,2024-12-31 5:28,NULL,1593119,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1601052,KP002400,2,2024-12-30 18:52,2024-12-31 5:27,NULL,1593118,가락마을21단지,2,세종특별자치시 고운동 마음안로 221  ,NULL,36.51846984,127.2398395,NULL,KP,한국전력공사,한국전력,NULL,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.5185,127.24,0,0
1600648,PW013658,16,2024-12-30 18:10,2024-12-30 22:01,NULL,1592709,도램마을1단지아파트입주자대표회의,2,세종특별자치시 다솜1로 140,NULL,36.51150653,127.2564381,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5115,127.256,0,0
1600647,PI701034,4,2024-12-30 22:28,2024-12-30 22:28,NULL,1592708,세종호려울마을9단지,2,세종특별자치시 남세종로 384,NULL,36.4802203,127.2969248,24시간 이용가능,PI,차지비,GS차지비,1600-4047,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,NULL,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4802,127.297,0,0
1600646,CV004029,3,2024-12-30 19:24,2024-12-31 4:42,NULL,1592707,새뜸마을2단지아파트,2,세종특별자치시 새롬남로 17,NULL,36.483949,127.24858,24시간 이용가능,CV,채비,채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,입주민 외 이용제한 있을 수 있음,N,NULL,YES,36.4839,127.249,0,0
1600645,CV002118,4,2024-12-27 15:30,2024-12-27 15:43,NULL,1592706,한국개발연구원,4,세종특별자치시 반곡동 203-34,NULL,36.48211932,127.3100697,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.4821,127.31,0,0
1600644,CV002118,3,2024-12-30 9:56,2024-12-30 10:32,NULL,1592705,한국개발연구원,4,세종특별자치시 반곡동 203-34,NULL,36.48211932,127.3100697,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.4821,127.31,0,0
1600643,CV001040,1,2024-12-30 22:55,2024-12-31 4:41,NULL,1592704,세종남부경찰서,2,세종특별자치시 시청대로 190,NULL,36.480951,127.292715,24시간 이용가능,CV,대영채비,대영채비(주),1522-2573,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,A0,A001,Y,NULL,N,NULL,N,NULL,NO,36.4809,127.293,0,0
1600642,CV000692,1,2024-12-30 8:53,2024-12-30 17:07,NULL,1592703,3생활권 광역복지센터,2,세종특별자치시 한누리대로 2107,NULL,36.47929,127.292558,09:00~18:00,CV,대영채비,대영채비(주),1522-2573,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36000,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.4793,127.293,0,0
1600392,SF002352,8,2024-12-30 22:33,2024-12-31 4:22,NULL,1592445,나릿재마을5단지 (완속충전기),2,세종특별자치시 나성북1로 23,NULL,36.4928346,127.2574456,24시간 이용가능,SF,스타코프,스타코프스타코프,02-1833-4903,3,2.02501E+13,2.02501E+13,2.02412E+13,2.02501E+13,NULL,11,단독,36,36110,H0,H001,N,NULL,N,해당 시설 정책에 따라 이용이 불가할 수 있습니다,N,NULL,YES,36.4928,127.257,0,0
1600391,CV002083,2,2024-12-27 21:42,2024-12-27 22:32,NULL,1592444,어진동복합커뮤니티센터,4,세종특별자치시 다솜1로 31,NULL,36.50214785,127.2569372,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.5021,127.257,0,0
1600390,CV002083,1,2024-12-30 3:49,2024-12-30 4:23,NULL,1592443,어진동복합커뮤니티센터,4,세종특별자치시 다솜1로 31,NULL,36.50214785,127.2569372,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.5021,127.257,0,0
1600389,CV001133,13,2024-12-30 16:23,2024-12-30 18:32,NULL,1592442,홈플러스 세종점,4,세종특별자치시 절재로 154,NULL,36.507392,127.258801,10:00~24:00,CV,채비,채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,30,단독,36,36110,E0,E001,N,NULL,N,NULL,N,NULL,NO,36.5074,127.259,0,0
1600388,AM900034,1,2024-12-29 12:12,2024-12-29 1:12,NULL,1592441,세종다산마을 급속충전소,4,세종특별자치시 한누리대로 511,NULL,36.5094832,127.2605887,24시간 이용가능,AM,아마노코리아,아마노코리아,1833-4577,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,동시,36,36110,H0,H001,N,시설 상황에 따라 이용이 제한될 수 있음,N,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.5095,127.261,0,0
1600283,MO361101,2,2024-12-31 4:00,2024-12-31 4:00,NULL,1592335,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1600282,MO361101,1,2024-12-31 4:00,2024-12-31 4:00,NULL,1592334,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1600281,EV000991,3,2024-12-30 20:28,2024-12-31 4:01,NULL,1592333,세종시 호려울마을1단지 2,2,"세종특별자치시 남세종로 503 (보람동, 호려울마을1단지)",NULL,36.47460424,127.2864357,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,에버온,1661-7766,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,NULL,NULL,36,36000,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,NULL,N,NULL,YES,36.4746,127.286,0,0
1600280,CV002303,2,2024-12-30 14:35,2024-12-30 15:10,NULL,1592332,새롬종합복지센터,4,세종특별자치시 새롬로 14,NULL,36.4868216,127.2563753,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,I0,I006,Y,NULL,N,NULL,N,NULL,YES,36.4868,127.256,0,0
1600279,CV002303,1,2024-12-30 12:34,2024-12-30 12:59,NULL,1592331,새롬종합복지센터,4,세종특별자치시 새롬로 14,NULL,36.4868216,127.2563753,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,I0,I006,Y,NULL,N,NULL,N,NULL,YES,36.4868,127.256,0,0
1600278,CV002162,2,2024-12-31 0:49,2024-12-31 1:19,NULL,1592330,종촌종합복지센터,4,세종특별자치시 도움1로 116,NULL,36.50236448,127.2467059,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,I0,I006,Y,NULL,N,NULL,N,NULL,YES,36.5024,127.247,0,0
1600277,CV002162,1,2024-12-29 15:00,2024-12-29 15:57,NULL,1592329,종촌종합복지센터,4,세종특별자치시 도움1로 116,NULL,36.50236448,127.2467059,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,I0,I006,Y,NULL,N,NULL,N,NULL,YES,36.5024,127.247,0,0
1600276,ME19B214,22,2024-12-30 21:15,2024-12-30 21:55,NULL,1592328,도담동 싱싱장터주차장,4,세종특별자치시 보듬6로 16,NULL,36.51488,127.259394,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,E0,E001,N,NULL,N,NULL,N,NULL,NO,36.5149,127.259,0,0
1600001,PW013225,5,2024-12-30 22:47,2024-12-31 1:48,NULL,1592050,가재마을5단지현대엠코입주자대표회의,2,세종특별자치시 도움1로 105,NULL,36.50150973,127.24561,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5015,127.246,0,0
1600000,PIH00514,14,2024-12-31 2:23,2024-12-31 2:23,NULL,1592049,가온마을3단지아파트,2,세종특별자치시 다정북로 109,NULL,36.496557,127.2422971,24시간 이용가능,PI,GS차지비,GS차지비,1544-4279,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,해당 시설 정책에 따라 이용이 불가 할 수 있습니다.,N,NULL,YES,36.4966,127.242,0,0
1599999,KP000859,2,2024-12-30 19:37,2024-12-31 3:18,NULL,1592048,도램마을20단지,2,세종특별자치시  도담동 보람로 96,NULL,36.51782336,127.2626842,24시간,KP,한국전력공사,한국전력,NULL,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.5178,127.263,0,0
1599998,EV001939,3,2024-12-30 22:02,2024-12-31 3:20,NULL,1592047,세종 첫마을아파트4단지,2,"세종특별자치시 누리로 119 (한솔동, 첫마을4단지)",NULL,36.480905,127.2527753,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,에버온,1661-7766,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,NULL,NULL,36,36000,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,NULL,N,NULL,YES,36.4809,127.253,0,0
1599997,CV002117,2,2024-12-06 22:35,2024-12-06 22:55,NULL,1592046,한국개발연구원 게스트하우스,4,세종특별자치시 남세종로 254,NULL,36.4829665,127.3111185,24시간 이용가능,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.483,127.311,0,0
1599996,CV002117,1,2024-12-22 11:55,2024-12-22 12:22,NULL,1592045,한국개발연구원 게스트하우스,4,세종특별자치시 남세종로 254,NULL,36.4829665,127.3111185,24시간 이용가능,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.483,127.311,0,0
1599995,ME18A214,12,2024-12-31 1:50,2024-12-31 2:30,NULL,1592044,원수산 아래 BMX경기장,4,세종특별자치시 연기면 세종리 659-30,NULL,36.522604,127.267463,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,J0,J007,Y,NULL,N,NULL,N,NULL,YES,36.5226,127.267,0,0
1599631,HW001073,24,2024-12-31 0:56,2024-12-31 2:16,NULL,1591676,세종 누리동 공영버스 차고지,13,세종특별자치시 갈매로 1008,NULL,36.5269156,127.2969391,00:00 ~ 23:59,HW,한화솔루션,한화솔루션,1533-3464,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,120,동시,36,36110,H0,H001,N,NULL,Y,입주민 전용,N,NULL,NO,36.5269,127.297,0,0
1599630,EV006153,3,2024-12-30 20:50,2024-12-31 2:13,NULL,1591675,세종 두진리버빌아파트,2,세종특별자치시 금남면 용포2길 70,NULL,36.46326973,127.2797064,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,N,외부인 사용불가,N,외부인 사용불가,N,NULL,YES,36.4633,127.28,0,0
1599629,CV002118,6,2024-12-30 13:08,2024-12-30 13:50,NULL,1591674,한국개발연구원,4,세종특별자치시 반곡동 203-34,NULL,36.48211932,127.3100697,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.4821,127.31,0,0
1599628,CV002118,5,2024-12-27 22:53,2024-12-27 23:17,NULL,1591673,한국개발연구원,4,세종특별자치시 반곡동 203-34,NULL,36.48211932,127.3100697,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,Y,시설 사용자 외 이용이 제한될 수 있음,N,NULL,YES,36.4821,127.31,0,0
1599627,ME22C137,1,2024-12-30 12:58,2024-12-30 13:03,NULL,1591671,정부세종청사 8동 주차장,4,세종특별자치시 도움5로 19,NULL,36.5046733,127.2586111,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,A0,A003,Y,NULL,N,NULL,N,NULL,YES,36.5047,127.259,0,0
1599626,ME19F403,4,2024-12-30 21:46,2024-12-30 22:12,NULL,1591670,세종중앙공원주차장2,4,세종특별자치시 연기면 수목원로 136,NULL,36.49897513,127.2831925,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,YES,36.499,127.283,0,0
1599625,ME19F208,2,2024-12-30 7:49,2024-12-30 8:29,NULL,1591669,세종중앙공원주차장,4,세종특별자치시 연기면 세종리 548-88,NULL,36.49110627,127.2698179,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,NO,36.4911,127.27,0,0
1598120,HW001073,14,2024-12-30 22:55,2024-12-30 23:36,NULL,1590150,세종 누리동 공영버스 차고지,13,세종특별자치시 갈매로 1008,NULL,36.5269156,127.2969391,00:00 ~ 23:59,HW,한화솔루션,한화솔루션,1533-3464,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,120,동시,36,36110,H0,H001,N,NULL,Y,입주민 전용,N,NULL,YES,36.5269,127.297,0,0
1598119,HW000694,1,2024-12-30 19:08,2024-12-30 23:37,NULL,1590149,세종 새샘마을8단지 지상주차장,2,세종특별자치시 소담8로 22,NULL,36.4874993,127.3005407,24시간 이용가능,HW,한화솔루션,한화솔루션,1533-3464,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,G0,G004,N,NULL,Y,입주민 전용,N,NULL,YES,36.4875,127.301,0,0
1598118,HM000532,1,2024-12-30 17:30,2024-12-30 23:39,NULL,1590148,조형아파트,2,세종특별자치시 조치원읍 운주산로 60,NULL,36.63453922,127.2890803,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,3,2.02501E+13,2.02412E+13,2.02412E+13,2.02501E+13,NULL,7,단독,36,36110,H0,H001,N,NULL,Y,NULL,N,NULL,YES,36.6345,127.289,0,0
1598117,EV005653,5,2024-12-30 19:02,2024-12-30 23:35,NULL,1590147,세종 첫마을2단지아파트,2,세종특별자치시 노을1로 16,NULL,36.48085465,127.2606159,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,외부인 사용불가,N,외부인 사용불가,N,NULL,YES,36.4809,127.261,0,0
1598116,ME20B211,21,2024-12-30 22:29,2024-12-30 23:09,NULL,1590146,명학일반산업단지 관리사무소,4,세종특별자치시 연동면 응암리 916,NULL,36.5412012,127.3364791,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,B0,B001,Y,NULL,N,NULL,N,NULL,YES,36.5412,127.336,0,0
1598115,ME19B214,21,2024-12-30 15:52,2024-12-30 16:32,NULL,1590145,도담동 싱싱장터주차장,4,세종특별자치시 보듬6로 16,NULL,36.51488,127.259394,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,E0,E001,N,NULL,N,NULL,N,NULL,YES,36.5149,127.259,0,0
1598114,ME18A214,12,2024-12-30 21:23,2024-12-30 22:06,NULL,1590144,원수산 아래 BMX경기장,4,세종특별자치시 연기면 세종리 659-30,NULL,36.522604,127.267463,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,동시,36,36110,J0,J007,Y,NULL,N,NULL,N,NULL,YES,36.5226,127.267,0,0
1598113,ME18A214,11,2024-12-30 20:09,2024-12-30 20:43,NULL,1590143,원수산 아래 BMX경기장,4,세종특별자치시 연기면 세종리 659-30,NULL,36.522604,127.267463,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,J0,J007,Y,NULL,N,NULL,N,NULL,YES,36.5226,127.267,0,0
1597366,PW013225,3,2024-12-29 18:24,2024-12-30 5:25,NULL,1589391,가재마을5단지현대엠코입주자대표회의,2,세종특별자치시 도움1로 105,NULL,36.50150973,127.24561,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5015,127.246,0,0
1597365,PW000891,1,2024-12-30 17:31,2024-12-30 22:46,NULL,1589390,세종고운뜰PARK 가락마을8단지,2,세종특별자치시 만남로 92,NULL,36.507126,127.240288,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5071,127.24,0,0
1597364,PI711878,27,2024-12-30 19:53,2024-12-30 19:53,NULL,1589389,새샘마을1단지아파트,2,세종특별자치시 남세종로 357,NULL,36.4803151,127.2987969,24시간 이용가능,PI,차지비,GS차지비,1600-4047,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,관계자 외 출입제한,N,NULL,YES,36.4803,127.299,0,0
1597363,EV010121,3,2024-12-30 19:36,2024-12-30 22:46,NULL,1589388,세종 새샘마을6단지14,2,세종특별자치시 남세종로 302,NULL,36.48411973,127.3031486,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,외부인 사용 불가,N,외부인 사용불가,N,NULL,NO,36.4841,127.303,0,0
1597362,ME21B248,1,2024-12-30 9:15,2024-12-30 9:36,NULL,1589387,세종전통시장주차타워,4,세종특별자치시 조치원읍 조치원6길 38 ,NULL,36.5997329,127.2995657,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B004,N,NULL,N,NULL,N,NULL,NO,36.5997,127.3,0,0
1597361,ME19F403,1,2024-12-30 21:38,2024-12-30 22:15,NULL,1589386,세종중앙공원주차장2,4,세종특별자치시 연기면 수목원로 136,NULL,36.49897513,127.2831925,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,YES,36.499,127.283,0,0
1597360,HW000613,3,2024-12-30 16:53,2024-12-30 22:43,NULL,1589385,세종 e편한세상 아파트 B2F,2,세종특별자치시 조치원읍 섭골길 59,NULL,36.6156263,127.2842396,24시간 이용가능,HW,한화솔루션,한화솔루션,1533-3464,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,G0,G004,N,NULL,Y,입주민 전용,N,NULL,YES,36.6156,127.284,0,0
1597359,EV000060,1,2024-12-30 17:19,2024-12-30 20:25,NULL,1589384,세종 센트럴시티아파트(208동),2,"세종특별자치시 갈매로 480 (어진동, 한뜰마을2단지)",NULL,36.50557643,127.2692645,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,에버온,1661-7766,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,36,36000,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,NULL,N,NULL,YES,36.5056,127.269,0,0
1597358,ME23B129,1,2024-12-30 21:39,2024-12-30 21:48,NULL,1589383,세종시립도서관,6,세종특별자치시 고운동 2103,NULL,36.5104933,127.2397304,24시간 개방,ME,환경부,환경부,044-301-4316,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,I0,I005,Y,NULL,N,NULL,N,NULL,YES,36.5105,127.24,0,0
1597357,ME19F403,3,2024-12-30 12:21,2024-12-30 13:01,NULL,1589382,세종중앙공원주차장2,4,세종특별자치시 연기면 수목원로 136,NULL,36.49897513,127.2831925,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,NO,36.499,127.283,0,0
1594654,PW100036,16,2024-12-30 17:44,2024-12-30 19:35,NULL,1586655,첫마을5단지,2,세종특별자치시 누리로 59,NULL,36.47516087,127.2490457,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4752,127.249,0,0
1594653,PW010629,2,2024-12-30 13:52,2024-12-30 19:38,NULL,1586654,새뜸마을14단지아파트,2,세종특별자치시 새롬로 56,NULL,36.48917496,127.2555297,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36000,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4892,127.256,0,0
1594652,KP003176,1,2024-12-30 17:16,2024-12-30 19:27,NULL,1586653,도램마을1단지아파트,6,세종특별자치시 도담동 845,NULL,36.510645,127.256778,NULL,KP,한국전력공사,한국전기차충전서비스,1899-2100,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,입주자외 출입제한 (긴급상황 이용가능),N,NULL,YES,36.5106,127.257,0,0
1594651,HM001006,30,2024-12-30 13:20,2024-12-30 19:34,NULL,1586652,해밀마을2단지 세종마스터힐스,2,세종특별자치시 해밀3로 90,NULL,36.53079075,127.2690775,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,거주자외 사용불가,Y,NULL,N,NULL,YES,36.5308,127.269,0,0
1594650,EV000736,2,2024-12-30 19:04,2024-12-30 19:35,NULL,1586651,세종시 호려울마을1단지 1,2,"세종특별자치시 남세종로 503 (보람동, 호려울마을1단지)",NULL,36.47464684,127.2855823,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,에버온,1661-7766,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36000,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,NULL,N,NULL,YES,36.4746,127.286,0,0
1594649,EC000868,1,2024-12-30 17:57,2024-12-30 19:36,NULL,1586650,새샘마을9단지,2,세종특별자치시 국책연구원1로 15,NULL,36.48919994,127.30155,24시간 이용가능,EC,이지차저,이지차저,1544-3332,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,관리 시설에 따른 이용 제한이 있을 수 있음,N,NULL,N,NULL,YES,36.4892,127.302,0,0
